PIC,Title,Author,Pros,Cons,OCN,Summary,Verdict,URL,Date
https://i.rtings.com/images/reviews/headphones/sony/mdr-xb950n1/mdr-xb950n1-design-medium.jpg,Sony MDR-XB950N1 Wireless Review,Sam Vafaei,Sturdy and durable build.,Weak noise cancellation.,Headphones,"The Sony MDR-XB950N1 is a noise canceling variant of the MDR-XB950B1. These are also decent mixed usage headphones geared towards fans of bass with a sturdy, wir...",,https://www.rtings.com/headphones/reviews/sony/mdr-xb950n1-wireless,2018-04-10
https://i.rtings.com/images/reviews/headphones/sony/mdr-zx550bn/mdr-zx550bn-design-medium.jpg,Sony MDR-ZX550BN Wireless Review,Sam Vafaei,"Lightweight, stable and wireless design.",Poor isolation.,Headphones,"The Sony MDR-ZX550BN are sub-par Bluetooth headphones. They are stylish, stable and provide great control over your audio. Unfortunately, they have a weak, lackl...",,https://www.rtings.com/headphones/reviews/sony/mdr-zx550bn-wireless,2016-04-18
https://i.rtings.com/images/reviews/headphones/sony/mdr-zx110nc/mdr-zx110nc-design-medium.jpg,Sony MDR-ZX110NC Review,Sam Vafaei,Decent audio reproduction.,Flimsy build.,Headphones,"The Sony MDR-ZX110NC are mediocre mixed usage headphones that have decent audio reproduction and don't leak much. Unfortunately, they feel cheaply made and poorl...",,https://www.rtings.com/headphones/reviews/sony/mdr-zx110nc,2018-06-14
https://i.rtings.com/images/reviews/headphones/sony/mdr-7506/mdr-7506-design-medium.jpg,Sony MDR-7506 Review,Sam Vafaei,Good audio reproduction.,Poor noise isolation.,Headphones,"The Sony MDR-7506 are comfortable, closed-back critical listening headphones with a good sound. They're a little cheaply built but they don't leak much, which ma...",,https://www.rtings.com/headphones/reviews/sony/mdr-7506,2018-05-04
https://i.rtings.com/images/reviews/headphones/sony/mdr-zx770bn/mdr-zx770bn-design-medium.jpg,Sony MDR-ZX770BN Wireless Review,Sam Vafaei,"Lightweight, comfortable design.",Flimsy joints and build quality.,Headphones,"The Sony MDRZX770BN Bluetooth and Noise Canceling headset are stylish, great-sounding headphones. They're comfortable and have an efficient control scheme and bu...",,https://www.rtings.com/headphones/reviews/sony/mdr-zx770bn-wireless,2016-03-16
https://i.rtings.com/images/reviews/headphones/sony/mdr-xb950b1/mdr-xb950b1-design-medium.jpg,Sony MDR-XB950B1 Wireless Review,Sam Vafaei,Sturdy and durable build.,Below-average noise isolation.,Headphones,"The Sony MDR-XB950B1 are decent mixed usage headphones geared towards fans of bass. They're wireless and have a sturdy, premium-looking design that's decently co...",,https://www.rtings.com/headphones/reviews/sony/mdr-xb950b1-wireless,2018-03-02
https://i.rtings.com/images/reviews/headphones/sony/wh-1000xm2/wh-1000xm2-design-medium.jpg,Sony WH-1000XM2 Wireless Review,Marc Henney,Excellent noise cancellation.,Poor latency for watching videos.,Headphones,The Sony WH-1000XM2 are a good wireless noise-canceling headset for commuting. They're slightly better and more customizable than the MDR-1000X. They have about ...,,https://www.rtings.com/headphones/reviews/sony/wh-1000xm2-wireless,2018-02-26
https://i.rtings.com/images/reviews/headphones/sony/wf-1000x/wf-1000x-design-medium.jpg,Sony WF-1000X Truly Wireless Review,Sam Vafaei,Compact and sturdy design.,Unreliable Bluetooth connection.,Headphones,The Sony WF-1000x are decent mixed usage headphones with a few flaws. They're the only noise cancelling truly wireless headphones so far which makes them suitabl...,,https://www.rtings.com/headphones/reviews/sony/wf-1000x-truly-wireless,2018-02-27
https://i.rtings.com/images/reviews/headphones/sony/wi-c400/wi-c400-design-medium.jpg,Sony WI-C400 Wireless Review,Sam Vafaei,Lightweight and stable design.,Poor noise isolation.,Headphones,The Sony WI-C400 are average-at-best wireless in-ears with an easy-to-use control scheme and a long battery life. They're stable enough for sports use and have a...,,https://www.rtings.com/headphones/reviews/sony/wi-c400-wireless,2018-04-05
https://i.rtings.com/images/reviews/headphones/sony/wi-c300/wi-c300-design-medium.jpg,Sony WI-C300 Wireless Review,Marc Henney,Simple and compact design.,Mediocre-at-best noise isolation.,Headphones,"The Sony WI-C300 are average wireless in-ears for most use cases. They have a simple and easy-to-use design, although their control scheme doesn't have the best ...",,https://www.rtings.com/headphones/reviews/sony/wi-c300-wireless,2018-06-28
https://i.rtings.com/images/reviews/headphones/sony/wf-sp700n/wf-sp700n-design-medium.jpg,Sony WF-SP700N Truly Wireless Review,Sam Vafaei,Stable fit for sports.,High latency.,Headphones,"The Sony SP700N are average truly wireless in-ears for most use cases, with a unique earbud design. They're decently well built, stable enough for sports, and ha...",,https://www.rtings.com/headphones/reviews/sony/wf-sp700n-truly-wireless,2018-08-22
https://i.rtings.com/images/reviews/headphones/sony/wh-h900n/wh-h900n-design-medium.jpg,Sony WH-H900N/h.ear on 2 Wireless Review,Sam Vafaei,Great audio reproduction.,Mediocre-at-best noise canceling.,Headphones,The Sony WH-H900N (h.ear on 2) are above-average wireless noise-canceling headphones for most use cases. They have the same design and look as the original Sony ...,,https://www.rtings.com/headphones/reviews/sony/wh-h900n-h-ear-on-2-wireless,2018-05-24
https://i.rtings.com/images/reviews/headphones/sony/wi-sp600n/wi-sp600n-design-medium.jpg,Sony WI-SP600N Wireless Review,Sam Vafaei,Very low leakage.,Poor microphone quality.,Headphones,"The Sony SP600N are decent wireless in-ears for most use cases but a better choice for sports and working out. They have a good build quality, an easy-to-use and...",,https://www.rtings.com/headphones/reviews/sony/wi-sp600n-wireless,2018-09-13
https://i.rtings.com/images/reviews/headphones/sony/wi-sp500/wi-sp500-design-medium.jpg,Sony WI-SP500 Wireless Review,Martin Leduc,Comfortable earbud fit.,Inconsistent and bass-light sound.,Headphones,The Sony WI-SP500 are average-at-best sports headphones and a mediocre choice for most use cases. They're comfortable enough to wear for long listening sessions ...,,https://www.rtings.com/headphones/reviews/sony/wi-sp500-wireless,2018-09-07
https://i.rtings.com/images/reviews/headphones/sony/wh-ch700n/wh-ch700n-design-medium.jpg,Sony WH-CH700N Wireless Review,Sam Vafaei,Versatile sound profile with graphic EQ.,Plasticky build quality.,Headphones,The Sony WH-CH700N are Bluetooth ANC over-ears with a somewhat excited sound profile that should be suitable for a fairly wide range of genres. They're an improv...,,https://www.rtings.com/headphones/reviews/sony/wh-ch700n-wireless,2020-03-11
https://i.rtings.com/images/reviews/headphones/sony/wh-1000xm3/wh-1000xm3-design-medium.jpg,Sony WH-1000XM3 Wireless Review,Marc Henney,Comfortable and premium-looking design.,Poor latency for watching videos.,Headphones,"The Sony WH-1000XM3 are great headphones for commute and travel, and they're a decent option for most uses. They have an excellent battery life, a great wireless...",,https://www.rtings.com/headphones/reviews/sony/wh-1000xm3-wireless,2020-02-24
https://i.rtings.com/images/reviews/headphones/sony/mdr-7520/mdr-7520-design-medium.jpg,Sony MDR-7520 Review,Sam Vafaei,Great build quality.,A bit too bright on some tracks.,Headphones,"The Sony MDR-7520 are above-average critical listening headphones, with a great build quality. They have a simple and straightforward design that looks premium a...",,https://www.rtings.com/headphones/reviews/sony/mdr-7520,2018-09-26
https://i.rtings.com/images/reviews/headphones/sony/wh-ch510/wh-ch510-design-medium.jpg,Sony WH-CH510 Wireless Review,Alexander Tozzi,Decently well-balanced and accurate sound profile.,Cheap overall look and feel.,Headphones,"The Sony WH-CH510 are a mediocre pair of on-ear Bluetooth headphones. While they have a simple and straightforward design, they look and feel quite cheap. The he...",,https://www.rtings.com/headphones/reviews/sony/wh-ch510-wireless,2020-02-17
https://i.rtings.com/images/reviews/headphones/sony/wi-1000x/wi-1000x-design-medium.jpg,Sony WI-1000X Wireless Review,Sam Vafaei,Good noise isolation and low leakage.,Slightly sharp on already bright tracks.,Headphones,The Sony WI-1000X are versatile around-the-neck headphones for everyday casual use. They offer a good ANC feature that blocks a lot of noise which makes them a g...,,https://www.rtings.com/headphones/reviews/sony/wi-1000x-wireless,2018-11-15
https://i.rtings.com/images/reviews/headphones/sony/wh-ch500/wh-ch500-design-medium.jpg,Sony WH-CH500 Wireless Review,Marc Henney,Great wireless range.,Poor noise cancellation.,Headphones,The Sony WH-CH500 are on-ear headphones that have a lightweight but cheap design that are okay for mixed usage. They have a good 20-hour battery life and amazing...,,https://www.rtings.com/headphones/reviews/sony/wh-ch500-wireless,2018-11-20
https://i.rtings.com/images/reviews/headphones/sony/wh-ch400/wh-ch400-design-medium.jpg,Sony WH-CH400 Wireless Review,Jean-Simon Bonneterre,Good audio reproduction.,Long charging time.,Headphones,The Sony WH-CH400 are good sounding on-ear headphones. These are wireless-only and can’t be used with an audio cable. They feel quite cheaply-made with very thin...,,https://www.rtings.com/headphones/reviews/sony/wh-ch400-wireless,2019-05-22
https://i.rtings.com/images/reviews/headphones/sony/wi-1000xm2/wi-1000xm2-design-medium.jpg,Sony WI-1000XM2 Wireless Review,Jake Thauvette,Flexible silicone neckband. ,Lower battery life than previous model.,Headphones,"The Sony WI-1000XM2 are the newest model of the WI-1000X line. Improving on design more than hardware, their silicone neckband and carrying case look sleek and r...",,https://www.rtings.com/headphones/reviews/sony/wi-1000xm2-wireless,2020-03-06
https://i.rtings.com/images/reviews/headphones/sony/wh-xb700/wh-xb700-design-medium.jpg,Sony WH-XB700 Wireless Review,Jean-Simon Bonneterre,Decently comfortable on-ear fit.,Dark sound profile.,Headphones,The Sony WH-XB700 Extra Bass Wireless are okay on-ear headphones. They have a very dark sound profile which will be better suited for bass-heavy music. They are ...,,https://www.rtings.com/headphones/reviews/sony/wh-xb700-wireless,2019-06-06
https://i.rtings.com/images/reviews/headphones/sony/wi-c310/wi-c310-design-medium.jpg,Sony WI-C310 Wireless Review,Jean-Simon Bonneterre,Decent audio reproduction.,Slightly cheap build quality.,Headphones,"The Sony WI-C310 are decent mixed-usage in-ear headphones. They are very lightweight, their neckband design is flexible and portable, and they’ll be stable enoug...",,https://www.rtings.com/headphones/reviews/sony/wi-c310-wireless,2019-08-06
https://i.rtings.com/images/reviews/headphones/sony/wi-c200/wi-c200-design-medium.jpg,Sony WI-C200 Wireless Review,Jean-Simon Bonneterre,Decent audio reproduction.,Slightly cheap build quality.,Headphones,"The Sony WI-C200 are decent-sounding in-ear neckband headphones. They are practically identical to the Sony WI-C310, but with very slight design differences. The...",,https://www.rtings.com/headphones/reviews/sony/wi-c200-wireless,2019-08-07
https://i.rtings.com/images/reviews/headphones/sony/wi-xb400/wi-xb400-design-medium.jpg,Sony WI-XB400 EXTRA BASS Wireless Review,Jake Thauvette,Light and portable.,No app for customization.,Headphones,"The Sony WI-XB400 EXTRA BASS Wireless in-ear headphones are decent budget earbuds for everyday use. Although they're marketed towards fans of bass-heavy genres, ...",,https://www.rtings.com/headphones/reviews/sony/wi-xb400-extra-bass-wireless,2020-01-24
https://i.rtings.com/images/reviews/headphones/sony/wi-c600n/wi-c600n-design-medium.jpg,Sony WI-C600N Wireless Review,Jean-Simon Bonneterre,Decent audio reproduction.,Mediocre battery life.,Headphones,The Sony WI-C600N are okay around-the-neck in-ear headphones that have a decent audio reproduction and ANC feature. They are quite versatile for various everyday...,,https://www.rtings.com/headphones/reviews/sony/wi-c600n-wireless,2019-05-28
https://i.rtings.com/images/reviews/headphones/sony/wh-xb900n/wh-xb900n-design-medium.jpg,Sony WH-XB900N Wireless Review,Jean-Simon Bonneterre,Comfortable design.,Very long charge time.,Headphones,The Sony WH-XB900N are fairly versatile headphones for a variety of uses and are built to be a more affordable option to the Sony WH-1000XM3. They feel more plas...,,https://www.rtings.com/headphones/reviews/sony/wh-xb900n-wireless,2019-07-11
https://i.rtings.com/images/reviews/headphones/articles/best/best-sony-medium.jpg,The 5 Best Sony Headphones of 2020: Reviews,Ian McPhail,,,Headphones,"The best Sony wireless headphones for mixed usage are the Sony WH-1000XM3 Wireless. Like previous versions, they're comfortable and premium-looking over-ear headphones.",,https://www.rtings.com/headphones/reviews/sony,2020-01-17
https://i.rtings.com/images/reviews/headphones/skullcandy/crusher/crusher-design-medium.jpg,Skullcandy Crusher 2014 Review,Sam Vafaei,Adjustable bass response.,Poor noise isolation.,Headphones,The Skullcandy Crusher are mediocre critical listening headphones with a decently comfortable design. They have a unique bass enhancing a slider on the right ear...,,https://www.rtings.com/headphones/reviews/skullcandy/crusher-2014,2018-06-08
https://i.rtings.com/images/reviews/headphones/skullcandy/grind/grind-design-medium.jpg,Skullcandy Grind Wireless Review,Sam Vafaei,Above-average sound quality.,Poor noise isolation.,Headphones,"The Skullcandy Grind are versatile and comfortable on-ear headphones. They have an above-average sound, they're lightweight and surprisingly comfortable for an o...",,https://www.rtings.com/headphones/reviews/skullcandy/grind-wireless,2017-08-15
https://i.rtings.com/images/reviews/headphones/skullcandy/hesh-3/hesh-3-design-medium.jpg,Skullcandy Hesh 3 Wireless Review,Sam Vafaei,Great wireless range.,Poor noise isolation.,Headphones,"The Skullcandy Hesh 3 are decent mixed usage headphones with an exciting but bass-heavy sound that won't be for everyone. They have a lightweight design, they're...",,https://www.rtings.com/headphones/reviews/skullcandy/hesh-3-wireless,2018-03-20
