Title,PIC,Summary,Author,Date,Pros,Cons
"Review: Lego Mindstorms EV3 means giant robots, powerful computers",https://cdn.arstechnica.net/wp-content/uploads/2013/08/ev3_listing-640x215.jpg,"My inner 9-year-old is blown away, but my outer 35-year-old balks at the $349 price.",Lee Hutchinson,2013-08-06,,
Greater than the sum of its specs: Google’s Moto X reviewed,https://cdn.arstechnica.net/wp-content/uploads/2013/08/IMG_6922-640x215.jpg,"It's more expensive than we'd like, but it's a big step forward for Motorola.",Andrew Cunningham,2013-08-16,,
PlayStation 4 hardware review: Off to a mixed start,https://cdn.arstechnica.net/wp-content/uploads/2013/11/ps4-intro-640x215.jpg,Sony fixes a few old problems while adding some new features (and new problems).,Kyle Orland,2013-11-15,,
"Xbox One review: More than a game console, less than a living room revolution",https://cdn.arstechnica.net/wp-content/uploads/2013/11/xb1-1-11-640x215.jpg, Limited multitasking and voice commands aren't worth an extra $100 on their own.,Kyle Orland,2013-11-20,,
"Hands on with the big, red quad-core Nokia Lumia 2520 tablet",https://cdn.arstechnica.net/wp-content/uploads/2013/11/IMG_8781-Version-3-640x215.jpg,"Windows RT makes its Snapdragon 800 debut, and it brings along some fast LTE.",Lee Hutchinson,2013-11-21,,
"Asus Transformer Book T100 review: Bringing the netbook back, almost",https://cdn.arstechnica.net/wp-content/uploads/2013/11/Asus-Transformer-Book-T100-8-640x215.jpg,"Intel's Atom steals the show, as Bay Trail outperforms.",Jason Inofuentes,2013-11-22,,
Review: Apple’s Retina iPad mini is the small tablet we wanted a year ago,https://cdn.arstechnica.net/wp-content/uploads/2013/11/IMG_8153-640x215.jpg,Great screen and drastically better performance both come at a price.,Andrew Cunningham,2013-11-16,,
"The Lumia 1520: enormous hardware, troublesome software",https://cdn.arstechnica.net/wp-content/uploads/2013/11/IMG_8747-Version-2-640x215.jpg,We review Nokia's latest phone and find the experience isn't quite right.,Peter Bright,2013-11-23,,
"Look Ma, no wires! A mini-review of Google’s Nexus Wireless Charger",https://cdn.arstechnica.net/wp-content/uploads/2013/11/IMG_8242-640x215.jpg,This attractive accessory trades efficiency for convenience.,Andrew Cunningham,2013-11-24,,
Ars Technica System Guide: November 2013,https://cdn.arstechnica.net/wp-content/uploads/2013/11/system-guide-dec-2011-4eefcbf-intro-640x215.jpg,"After a major GPU release (thanks AMD!) and price war, time to update our DIY guide.",Brian Won,2013-11-29,,
Review: Why buy an HTC One M8 Google Play edition instead of a Nexus 5?,https://cdn.arstechnica.net/wp-content/uploads/2014/04/IMG_9131-640x215.jpg,"There are some good reasons, just maybe not $350 worth of them. ",Andrew Cunningham,2014-04-12,,
LG G Flex Review: form over even basic function,https://cdn.arstechnica.net/wp-content/uploads/2013/12/herosmall-640x215.jpg,The curve doesn't make up for a terrible display and baffling design decisions.,Ron Amadeo,2013-12-10,,
Samsung’s Galaxy S5 has plenty of upgrades—so why does it feel so meh?,https://cdn.arstechnica.net/wp-content/uploads/2014/04/fish-640x215.jpg,"Review: Samsung tries to do too much, neglects to finetune design and software for users.",Ron Amadeo,2014-04-11,,
Windows Phone 8.1 review: A magnificent smartphone platform,https://cdn.arstechnica.net/wp-content/uploads/2014/04/feature-large.png,It's a 0.1 update that feels like a 2.0 update.,Peter Bright,2014-04-14,,
Review: Google’s $179 Moto G puts every single cheap Android phone to shame,https://cdn.arstechnica.net/wp-content/uploads/2013/12/IMG_8343-640x215.jpg,"The unlocked, off-contract phone is much better than its price tag would suggest.",Andrew Cunningham,2013-12-07,,
"A power user’s guide to OS X Server, Mavericks edition",https://cdn.arstechnica.net/wp-content/uploads/2013/11/Screen-Shot-2013-10-29-at-1.25.58-AM-640x215.png,OS X Server 10.9 adds some new services and makes others easier to use.,Andrew Cunningham,2013-12-10,,
Review: We wear Samsung’s Gear 2 and Gear Fit so you don’t have to,https://cdn.arstechnica.net/wp-content/uploads/2014/04/IMG_2551-640x215.jpg,"Samsung doubles down on wearables, but still doesn’t get it right.",Sam Machkovech,2014-04-21,"
            ","
            "
Review: Motorola’s $129 Moto E is good and cheap (but mostly good),https://cdn.arstechnica.net/wp-content/uploads/2014/05/IMG_9269-640x215.jpg,Motorola makes a surprisingly capable smartphone with a few notable compromises.,Andrew Cunningham,2014-05-17,,
Surface Pro 3 review: Is the third time the charm?,https://cdn.arstechnica.net/wp-content/uploads/2014/05/surface-pro-31-640x215.jpg,Microsoft wants its tablet-PC combo to go mainstream this time around.,Peter Bright,2014-05-23,,
Review: Gigabyte’s AMD Brix gives Intel’s mini PC a run for its money,https://cdn.arstechnica.net/wp-content/uploads/2014/04/IMG_9200-640x215.jpg,"It uses a little more power, but at $250 it's a nice value option.",Andrew Cunningham,2014-04-28,,
"Toshiba P50t review: So many pixels, too much bulk",https://cdn.arstechnica.net/wp-content/uploads/2014/05/IMG_2588-640x215.jpg,The world's first 4K laptop fails to put out the red resolution carpet.,Sam Machkovech,2014-05-31,,
LG G3 review: A great phone with way too many pixels,https://cdn.arstechnica.net/wp-content/uploads/2014/06/herowider2-640x215.jpg,"A 2560x1440 LCD sounds like it should be amazing, but it just eats the battery.",Ron Amadeo,2014-06-14,,
"In a world of me-first smart home gear, can smarthubs make them all play nice?",https://cdn.arstechnica.net/wp-content/uploads/2014/04/IMG_2412-640x215.jpg,Review: We automate this old house with the Revolv and SmartThings smarthubs.,Sam Machkovech,2014-04-26,"Device compatibility and triggering, whether by GPS or manually, worked without a hitch. This truly is the catchall home automation hub for homeowners who already own a variety of smart devices.","If you don't use an iPhone, you'll be stuck waiting for Android compatibility."
The Ars NAS distribution shootout: FreeNAS vs NAS4Free,https://cdn.arstechnica.net/wp-content/uploads/2014/06/6213896947_5ea530d492_z-640x215.jpg,One is pleasantly functional; the other continues devolving during a journey of pain.,Jim Salter,2014-06-19,,
OS X 10.10 Yosemite: The Ars Technica Review,https://cdn.arstechnica.net/wp-content/uploads/2014/10/yosemite-feat-640x215.jpg,"For the first time in forever, the Mac could be noticed by someone.",John Siracusa,2014-10-16,,
Mini-review: Galaxy S5 Active doesn’t add enough to be worth buying,https://cdn.arstechnica.net/wp-content/uploads/2014/06/IMG_9687-640x215.jpg,The regular S5 already has most of this rugged phone's best features.,Andrew Cunningham,2014-06-21,Sturdy casing that's actually pretty nice to hold.,"Lacks fingerprint scanner and USB 3.0 port. Neither is the vanilla S5's best feature, so the loss isn't debilitating."
"Flying—and crashing—a $1,300 quadcopter drone",https://cdn.arstechnica.net/wp-content/uploads/2014/06/IMG_1287-Version-2-640x215.jpg,"Stabilized GPS drone is amazing. Also, I crashed one into a tree and destroyed it.",Lee Hutchinson,2014-06-26,,
Mint 17 is the perfect place for Linux-ers to wait out Ubuntu uncertainty,https://cdn.arstechnica.net/wp-content/uploads/2014/06/Screen-Shot-2014-06-05-at-6.14.58-PM-640x215.png,Review: Long-term support and stability plus tweaks for desktop? Delicious!,Scott Gilbertson,2014-06-24,,
Testing a $35 Firefox OS phone—how bad could it be?,https://cdn.arstechnica.net/wp-content/uploads/2014/09/IMG_00691-640x215.jpg,Review: A masochistic journey into the world of the Intex Cloud FX.,Ron Amadeo,2014-10-07,,
Galaxy Alpha review: A Samsung phone with chrome,https://cdn.arstechnica.net/wp-content/uploads/2014/10/IMG_2963-640x215.jpg,"Galaxy gets a much-needed facelift, but is a hot new body enough?",Sam Machkovech,2014-10-09,,
Review: Amazon’s Kindle Voyage e-reader is the king of its niche,https://cdn.arstechnica.net/wp-content/uploads/2014/10/IMG_0411-640x215.jpg,"At $199, even a great reading experience has limited appeal beyond its core audience.",Andrew Cunningham,2014-10-20,,
Samsung Galaxy Note 4 review: small tweaks to a big device,https://cdn.arstechnica.net/wp-content/uploads/2014/10/hero2-640x215.jpg,"It's a little faster, but this is largely the same phablet.",Ron Amadeo,2014-10-15,,
"iOS 8.1 mini-review: Testing Apple Pay, SMS forwarding, and more",https://cdn.arstechnica.net/wp-content/uploads/2014/10/IMG_3072-640x215.png,We take the new features for a test drive and evaluate the maturity of iOS 8.,Andrew Cunningham,2014-10-22,,
Nexus 9 review: A “premium” tablet with a not-so-premium feel,https://cdn.arstechnica.net/wp-content/uploads/2014/11/IMG_3160-640x215.jpg,"Performance, price, and build lock heads in Google's most uneven flagship yet.",Sam Machkovech,2014-11-03,,
The iPad Air 2: A host of hidden upgrades in one skinny package,https://cdn.arstechnica.net/wp-content/uploads/2014/10/IMG_3097-640x215.jpg,"Review: iPad's ""off-year"" update boosts specs and drops weight, but will users notice?",Sam Machkovech,2014-10-28,,
Review: Intel’s Broadwell mini PC is a next-generation Ultrabook in a box,https://cdn.arstechnica.net/wp-content/uploads/2015/02/IMG_0863-640x215.jpg,This showcase for Intel's technology is also a pretty slick desktop computer.,Andrew Cunningham,2015-02-05,,
Dell’s Venue 8 7000: A striking tablet that falls short of greatness,https://cdn.arstechnica.net/wp-content/uploads/2015/01/IMG_0834-640x215.jpg,Review: A premium tablet with a cool design that doesn't always work in real life.,Andrew Cunningham,2015-02-03,,
Amazon Fire HDX 8.9 (2014) impressions: Deja vu 8.9,https://cdn.arstechnica.net/wp-content/uploads/2014/10/IMG_3026-640x215.jpg,New processor and Firefly app round out the few differences in the new model.,Sam Machkovech,2014-10-23,,
"Pono Player review: A tall, refreshing drink of snake oil",https://cdn.arstechnica.net/wp-content/uploads/2015/01/IMG_3579-640x215.jpg,We give Neil Young's high-res music player a spin and do a few cochlea kegels.,Sam Machkovech,2015-02-01,,
"Newer, but not better: The Nokia Lumia 530 reviewed",https://cdn.arstechnica.net/wp-content/uploads/2014/10/IMG_0170-640x215.jpg,Microsoft’s budget Windows Phone is often outdone by its predecessor.,Andrew Cunningham,2014-10-26,,
Review: The Dell XPS 13 is the PC laptop to beat,https://cdn.arstechnica.net/wp-content/uploads/2015/02/MG_41881-640x215.jpg,"Stand aside Apple, Dell's just built the best ultraportable laptop.",Peter Bright,2015-02-13,,
The first Tizen smartphone isn’t an “Android killer”—it’s a bad Android clone,https://cdn.arstechnica.net/wp-content/uploads/2015/01/hero1-640x215.jpg,"Review: Samsung's Android alternative arrives, but it's no match for the real thing.",Ron Amadeo,2015-02-06,,
Xiaomi’s Mi Note phablet outclasses the competition for half the price,https://cdn.arstechnica.net/wp-content/uploads/2015/02/IMG_1464830-640x215.jpg,"Review: China's disruptive OEM builds a premium, high-end phablet for $370.",Ron Amadeo,2015-02-20,,
"Cheap, functional, upgradeable: HP’s Stream and Pavilion Mini desktops reviewed",https://cdn.arstechnica.net/wp-content/uploads/2015/02/IMG_0879-640x215.jpg,These inexpensive Windows desktops have a surprising amount to offer.,Andrew Cunningham,2015-02-15,,
"A look at Android 5.1: speed, security, tweaks",https://cdn.arstechnica.net/wp-content/uploads/2014/10/lollipop-640x215.jpg,"Though not a huge update, 5.1 brings a few worthwhile changes. ",Ron Amadeo,2015-03-16,,
ThinkPad X1 Carbon review: A fine heir to the ThinkPad name,https://cdn.arstechnica.net/wp-content/uploads/2015/02/MG_42051-640x215.jpg,A great keyboard and a great TrackPoint make for a great machine.,Peter Bright,2015-02-18,,
Dell’s Linux PC sequel still “just works”—but it adds 4K screen and rough edges,https://cdn.arstechnica.net/wp-content/uploads/2015/03/JT3A2814-640x215.jpg,"4k scaling issues keep it from being perfect—but, hey, it’s for developers, right?",Lee Hutchinson,2015-03-17,,
13-inch Broadwell MacBook showdown: Should you go Pro or get an Air?,https://cdn.arstechnica.net/wp-content/uploads/2015/03/DSC00299-640x215.jpg,"Review: The 2015 Broadwell refreshes are similar, but not identical.",Andrew Cunningham,2015-03-18,,
Review: The new Moto E is the most phone you can get for $150,https://cdn.arstechnica.net/wp-content/uploads/2015/03/motoe-listing-640x215.jpg,"The first Moto E cut too many corners, but this one can hold its own.",Andrew Cunningham,2015-03-03,,
Review: The 2015 MacBook Air’s once-trailblazing design is showing its age,https://cdn.arstechnica.net/wp-content/uploads/2015/03/DSC00306-640x215.jpg,"Its insides are more than competitive, but they're encased in 2010's design.",Andrew Cunningham,2015-03-22,,
Review: New Chromebook Pixel is still lovely hardware with limited appeal,https://cdn.arstechnica.net/wp-content/uploads/2015/03/DSC00261-640x215.jpg,"It's $300 cheaper and lasts over twice as long, but few need a premium Chromebook.",Andrew Cunningham,2015-03-11,,
Google OnHub review—Google’s smart home Trojan horse is a $200 leap of faith,https://cdn.arstechnica.net/wp-content/uploads/2015/08/feature2-640x215.jpg,"Today it's a $200 Wi-Fi router. Tomorrow? We have no idea.  (Ok, maybe some idea.)",Ron Amadeo,2015-08-31,,
"Logitech’s rechargeable, switchable keyboard is a great choice for iOS 9",https://cdn.arstechnica.net/wp-content/uploads/2015/08/DSC01197-640x215.jpg,"For those with iPads or any combo of devices, the convenience is worth the price.",Andrew Cunningham,2015-08-22,,
"iOS 9, thoroughly reviewed",https://cdn.arstechnica.net/wp-content/uploads/2015/09/DSC01437-640x215.jpg,Apple gives the iPad a lot of love as iOS goes back into spit-and-polish mode.,Andrew Cunningham,2015-09-16,,
"iOS 9 on the iPad 2: Not worse than iOS 8, but missing many features",https://cdn.arstechnica.net/wp-content/uploads/2015/09/DSC01456-640x215.jpg,Apple's oldest supported tablet hangs in there for one more round.,Andrew Cunningham,2015-09-16,,
"iOS 9 on the iPhone 4S: A stay of execution, nothing more",https://cdn.arstechnica.net/wp-content/uploads/2015/09/DSC01466-640x215.jpg,"Small screen is even more of a liability, and speed still isn't what it used to be.",Andrew Cunningham,2015-09-16,,
"The gen-two Moto 360—a beautiful, compact design without much new tech",https://cdn.arstechnica.net/wp-content/uploads/2015/09/hero-640x215.jpg,"Review: It doesn't move the needle much, but design is what really matters in wearables. ",Ron Amadeo,2015-09-23,,
"iPad Mini 4 review: A lighter, faster tablet with a better screen",https://cdn.arstechnica.net/wp-content/uploads/2015/09/DSC01470-640x215.jpg,Extra RAM and a better color gamut help make up for year-old guts.,Andrew Cunningham,2015-09-19,,
Paranoid Android redux: “going dark” with Silent Circle’s Blackphone 2,https://cdn.arstechnica.net/wp-content/uploads/2015/09/phoneshot0003-640x215.jpg,Latest edition of Phil Zimmerman's favorite phone brings privacy with less pain.,Sean Gallagher,2015-09-28,,
"Review: It’s big, but at $400 the Moto X Pure Edition is a safe bet",https://cdn.arstechnica.net/wp-content/uploads/2015/09/DSC01506-1-640x215.jpg,A flagship that's cheaper than a Galaxy and easier to buy than a OnePlus Two.,Andrew Cunningham,2015-09-24,,
OS X 10.11 El Capitan: The Ars Technica Review,https://cdn.arstechnica.net/wp-content/uploads/2015/09/DSC01666-640x215.jpg,Apple brings refinement and under-the-hood changes to Yosemite's new design.,Andrew Cunningham & Lee Hutchinson,2015-09-29,,
Huawei’s first Android Wear watch is a beautiful yet basic timepiece,https://cdn.arstechnica.net/wp-content/uploads/2015/09/hw1-640x215.jpg,"Review: It looks great on the outside, but it's still Google's OS on the inside.",Valentina Palladino,2015-10-02,,
Review: Asus’ excellent midrange laptop gets much better with Skylake,https://cdn.arstechnica.net/wp-content/uploads/2015/11/DSC02339-640x215.jpg,"UX305C gives you Core m3, 8GB RAM, a 256GB SSD, and a 1080p IPS screen for $700.",Andrew Cunningham,2015-11-24,,
A (3D) touch above: The iPhone 6S and 6S Plus reviewed,https://cdn.arstechnica.net/wp-content/uploads/2015/09/DSC01543-640x215.jpg,"In the absence of a new design, 3D Touch and the A9 chip are the stars of the show.",Andrew Cunningham,2015-09-28,,
"A review of the $10 Walmart phone—better than nothing, but not by much",https://cdn.arstechnica.net/wp-content/uploads/2015/11/IMG_4591-640x215.jpg,"We bought an LG Sunrise for the low, low price of $10. We regret it.",Ron Amadeo,2015-12-05,,
Pixel C review—New hardware ignores an Android tablet’s core problem: software,https://cdn.arstechnica.net/wp-content/uploads/2015/12/1-1-3-640x215.jpg,"A ""productivity"" device that can only display a single app at a time?",Ron Amadeo,2015-12-08,,
Samsung’s Smartcam HD Plus is like a Nest Cam that’s not shackled to the cloud,https://cdn.arstechnica.net/wp-content/uploads/2015/11/smartcam1-640x215.jpg,Review: $190 camera stores video locally and lets you communicate with your home.,Valentina Palladino,2015-11-27,,
"Fossil Q Founder review: Bold, beautiful, but average with Android Wear",https://cdn.arstechnica.net/wp-content/uploads/2015/12/qfounder15-640x215.jpg,"It's not stellar, but it could introduce Google's wearables to a wider audience.",Valentina Palladino,2015-12-15,,
Ars System Guide November 2015: Bargain Box,https://cdn.arstechnica.net/wp-content/uploads/2013/11/system-guide-dec-2011-4eefcbf-intro-640x215.jpg,The most affordable system in the Ars Guides somehow makes the most—and least—sense.,Brian Won,2015-11-27,,
Mini-review: A week with Apple’s lumpy new iPhone battery case,https://cdn.arstechnica.net/wp-content/uploads/2015/12/DSC02367-640x215.jpg,Form follows function in one of Apple’s uglier accessories.,Andrew Cunningham,2015-12-16,iOS integration so you can actually see the battery case’s level from within the OS.,"Too-grippy texture picks up dust, hair, and other grit and makes it hard to pocket the phone."
"Android on the desktop: Not really “good,” but better than you’d think",https://cdn.arstechnica.net/wp-content/uploads/2015/12/android-desktop-640x215.jpg,"Surprisingly good mouse and keyboard support, but the interface can't scale.",Ron Amadeo,2015-12-20,,
Samsung Galaxy S7 and S7 Edge review: The Galaxy S6 2.0,https://cdn.arstechnica.net/wp-content/uploads/2016/03/FEATURES-640x215.jpg,Samsung brings back water resistance and an SD card but shuns USB Type C. ,Ron Amadeo,2016-03-14,,
"Keyboards, OSes, pedals, and the other gadgets we liked most in 2015",https://cdn.arstechnica.net/wp-content/uploads/2015/12/IMG_3219-640x215.jpg,The Ars reviews team takes stock after a busy year.,Andrew Cunningham,2015-12-21,,
Xiaomi Mi 5 review: It’s hard to argue with $305 for a Snapdragon 820,https://cdn.arstechnica.net/wp-content/uploads/2016/03/IMG_0065-640x215.jpg,"Xiaomi's software needs a serious upgrade, though. ",Ron Amadeo,2016-03-22,,
Polar A360 reviewed: Another fitness tracker with smartwatch envy,https://cdn.arstechnica.net/wp-content/uploads/2016/03/a360_13-640x215.jpg,The $199 tracker is the first with Polar's own wrist-bound heart rate monitor.,Valentina Palladino,2016-03-27,,
Mini-review: tvOS 9.2 fixes all the Apple TV’s biggest problems,https://cdn.arstechnica.net/wp-content/uploads/2016/03/Screen-Shot-2016-03-14-at-2.56.38-PM-640x215.jpg,Text input and the home screen layout get most of the attention.,Andrew Cunningham,2016-03-21,,
9.7-inch iPad Pro review: What makes something “Pro” anyway?,https://cdn.arstechnica.net/wp-content/uploads/2016/03/DSC03849-2-640x215.jpg,The smaller Pro straddles the line between the 12.9-inch version and the Air 2.,Andrew Cunningham,2016-03-28,,
"Sorry, Everyone: The iPhone SE is an apology to big-phone haters everywhere",https://cdn.arstechnica.net/wp-content/uploads/2016/04/SE-listing-640x215.jpg,"Review: There’s not much that’s “new,” but that’s not what this phone is about.",Andrew Cunningham,2016-04-06,,
Ubiquiti’s 8-port POE switch is a solid complement for a home Unifi setup,https://cdn.arstechnica.net/wp-content/uploads/2016/04/JT3A9018-640x215.jpg,Fanless $199 managed device drives Unifi Wi-Fi gear—if you can find it in stock.,Lee Hutchinson,2016-04-13,,
"LG G5 review: An interesting idea, shoddily executed",https://cdn.arstechnica.net/wp-content/uploads/2016/04/LG-G5-3-640x215.jpg,Fit and finish problems mar an otherwise promising phone. ,Ron Amadeo,2016-04-10,,
HTC 10 review: HTC builds the best Android flagship of 2016,https://cdn.arstechnica.net/wp-content/uploads/2016/04/IMG_0067-640x215.jpg,"No gimmicks, no nonsense—HTC keeps it simple and builds an awesome smartphone.",Ron Amadeo,2016-04-14,,
Fitbit Blaze reviewed: A totally unnecessary tracker with a few cool features,https://cdn.arstechnica.net/wp-content/uploads/2016/03/blaze23-640x215.jpg,"It's not a bad device, I just don't know why it exists.",Valentina Palladino,2016-03-20,,
"OWC’s Aura SSDs are a good way to add storage to newer MacBooks, with caveats [Updated]",https://cdn.arstechnica.net/wp-content/uploads/2016/04/DSC04051-640x215.jpg,"Mini-review: SSDs have few drawbacks, but incompatibility with Boot Camp is one.",Andrew Cunningham,2016-04-17,,
"A year with the Apple Watch: What works, what doesn’t, and what lies ahead?",https://cdn.arstechnica.net/wp-content/uploads/2016/04/AppleWatch-1-1-640x215.jpg,"Some features are more useful than others, and there's lots of room to improve.",Andrew Cunningham,2016-04-22,,
"Review: Misfit’s Ray is a subtle, stylish fitness bracelet",https://cdn.arstechnica.net/wp-content/uploads/2016/04/ray6-640x215.jpg,"The $99 tracker covers all the basics, but look elsewhere for extra perks.",Valentina Palladino,2016-04-21,,
HP’s upsized 15-inch Spectre x360—a high quality device built for the mainstream,https://cdn.arstechnica.net/wp-content/uploads/2016/04/IMG_2947-640x215.jpg,HP hits enlarge on its very pleasant 13-inch systems.,Peter Bright,2016-04-10,,
Mio Fuse reviewed: A fitness band that works better than it looks,https://cdn.arstechnica.net/wp-content/uploads/2016/04/miofuse8-640x215.jpg,"Sure you could wear it all day long, but the Fuse doesn't shine 24/7.",Valentina Palladino,2016-04-17,,
Review: The 2016 Retina MacBook is a faster version of the same machine,https://cdn.arstechnica.net/wp-content/uploads/2016/04/DSC00396-640x215.jpg,"Improved CPUs, GPUs, and SSDs are all welcome, but the core compromises remain.",Andrew Cunningham,2016-04-25,,
The connected renter: How to make your apartment smarter,https://cdn.arstechnica.net/wp-content/uploads/2016/07/smartapartment_hero5-640x215.jpg,Turning your rented space into a smart home can be tricky; we have some advice.,Valentina Palladino,2016-08-10,,
Android 7.0 Nougat review—Do more on your gigantic smartphone,https://cdn.arstechnica.net/wp-content/uploads/2016/08/nougat-760x380.jpg,"Big smartphones are everywhere, and Nougat's new features make them more useful.",Ron Amadeo,2016-08-22,,
Review: iRobot’s $199 Braava Jet is a robo-Swiffer for small spaces,https://cdn.arstechnica.net/wp-content/uploads/2016/08/braavajet7-640x360.jpg,"It gets points for cleanliness and ease of use, but its audience is limited.",Valentina Palladino,2016-08-11,,
Fedora 24 review: The year’s best Linux distro is puzzlingly hard to recommend,https://cdn.arstechnica.net/wp-content/uploads/2016/08/fedora-760x380.jpg,"Even for a great update, rollout trouble reminds us release cycles can mar a distro.",Scott Gilbertson,2016-08-30,"
            ","
            "
Galaxy Note 7 review: What’s the opposite of “bang for your buck?”,https://cdn.arstechnica.net/wp-content/uploads/2016/08/Galaxy-Note-7-16-1-760x380.jpg,Samsung's latest offers the best of 2016 technology but with a 2013 price tag.,Ron Amadeo,2016-08-26,,
iPhone 7 and 7 Plus review: Great annual upgrades with one major catch,https://cdn.arstechnica.net/wp-content/uploads/2016/09/iphone7-intro-760x380.jpg,"In-depth with the new phones, the AirPods, A10 Fusion, the cameras, and more.",Andrew Cunningham,2016-09-13,,
iOS 10 reviewed: There’s no reason not to update,https://cdn.arstechnica.net/wp-content/uploads/2016/09/DSC05532-1-760x380.jpg,Apple puts together a comprehensive update with some smart app redesigns.,Andrew Cunningham,2016-09-13,,
Caught in the act: How and why you should invest in a dash cam,https://cdn.arstechnica.net/wp-content/uploads/2016/08/vantrue1-760x380.jpg,"You may never use it, but when you have to, it could be a life-saver.",Valentina Palladino,2016-09-01,,
"The Router rumble: Ars DIY build faces better tests, tougher competition",https://cdn.arstechnica.net/wp-content/uploads/2016/09/02-homebrew2-760x380.jpg,"The Homebrew is still near the top of the class, but one off-the-shelf router bests it.",Jim Salter,2016-09-16,,
Fitbit Charge 2 reviewed: A calculated update that’s ideal for new users,https://cdn.arstechnica.net/wp-content/uploads/2016/09/charge2_2-760x380.jpg,"At $150, the Charge 2 replaces the Charge HR as the best-value Fitbit device.",Valentina Palladino,2016-09-14,,
macOS 10.12 Sierra: The Ars Technica review,https://cdn.arstechnica.net/wp-content/uploads/2016/09/Screen-Shot-2016-09-20-at-11.04.29-AM.png,Apple's desktop operating system once again plays second fiddle to iOS.,Andrew Cunningham and Lee Hutchinson,2016-09-20,,
"Heading into its second year, the Apple Watch finds its focus",https://cdn.arstechnica.net/wp-content/uploads/2016/09/DSC05241-760x380.jpg,Series 2 and watchOS 3 help realize the original model's potential.,Andrew Cunningham,2016-09-23,,
Review: The still optional but pleasantly refined Apple Watch Series 2,https://cdn.arstechnica.net/wp-content/uploads/2016/09/applewatchseries2_21-760x380.jpg,Hardware perks and watchOS 3 fixes bring it one step closer to finding purpose in life.,Valentina Palladino,2016-09-22,,
"Lenovo Yoga Book review: A keyless keyboard that will get you talking, not typing",https://cdn.arstechnica.net/wp-content/uploads/2016/12/yogabook7-760x380.jpg,"Magic writing and typing with no keys makes for a unique, if slow, convertible.",Valentina Palladino,2016-12-09,,
Review: Acer’s attempt at high-quality Ultrabook isn’t quite good enough,https://cdn.arstechnica.net/wp-content/uploads/2016/12/DSC06031-760x380.jpg,"$1,099 Acer Swift 7 is outdone by competing laptops from HP and Dell.",Andrew Cunningham,2016-12-10,,
Review: The AirPods are fine wireless headphones for a certain type of person,https://cdn.arstechnica.net/wp-content/uploads/2016/12/DSC05495-1-760x380.jpg,"If you're way into Apple, your EarPods fit, and you have expendable cash, welcome.",Andrew Cunningham,2016-12-26,,
"Jabra Elite Sport wireless review: one day, these buds could replace your current tracker",https://cdn.arstechnica.net/wp-content/uploads/2016/12/elitesport3-760x380.jpg,"Fitness buffs will love how much they can do with them, but $250 is still steep.",Valentina Palladino,2016-12-21,,
Misfit Phase proves hybrid smartwatches could replace basic activity trackers,https://cdn.arstechnica.net/wp-content/uploads/2017/01/phase6-760x380.jpg,Review: Could ugly wristbands be no more now that we have real smart watches?,Valentina Palladino,2017-01-15,,
Gravity Rush 2 review: Picking up the little things,https://cdn.arstechnica.net/wp-content/uploads/2017/01/GR2-2-760x380.png,"Now on PS4, the short franchise gets wrapped up with a tidy bow.",Steven Strom,2017-01-10,Charming and chaotic art—like an anime ,Combat unlocks take a long time to get where they need to be
"Resident Evil 7 review: A new perspective, an old house, and a return to terror",https://cdn.arstechnica.net/wp-content/uploads/2017/01/RESIDENT-EVIL-7-biohazard_20170119225120-760x380.jpg,"First-person mode and (optional) VR are rad, but new emphasis on Evil wins out.",Sam Machkovech,2017-01-23,I will bring up ,"Plenty of ugly, last-gen visual effects stand out"
Yakuza 0 review: All aboard the crazy train,https://cdn.arstechnica.net/wp-content/uploads/2017/01/Yakuza-0-6-760x380.png,If you bowl well enough you win a live chicken!,Steven Strom,2017-01-19,An absurd world with equally bonkers characters.,The main campaign is slightly tame for a 
Kingdom Hearts HD 2.8 Final Chapter Prologue review: As messy as its title,https://cdn.arstechnica.net/wp-content/uploads/2017/01/KH2-8-760x380.png,Still just marking time until we actually get Kingdom Hearts 3.,Steven Strom,2017-01-23,"Measured strictly by volume, there’s a lot of ",It’s a very muddled collection
"Beast Sensor reviewed: When all you want is to get stronger, better, faster—now",https://cdn.arstechnica.net/wp-content/uploads/2017/01/beast7-760x380.jpg,"This $250 device is only good for getting pumped up, and that's ok.",Valentina Palladino,2017-01-24,,
LG Watch Sport review: Google’s bulky watch breaks free from the smartphone,https://cdn.arstechnica.net/wp-content/uploads/2017/02/LG-Watch-Sport-4-760x380.jpg,First Android Wear 2.0 device takes the smartwatch platform in a new direction. ,Ron Amadeo,2017-02-08,,
Review: HP’s Elite Slice is a cool possible future for the desktop,https://cdn.arstechnica.net/wp-content/uploads/2017/02/HPSlice-8-760x380.jpg,"This little PC doesn't quite live up to its promise, but it's a neat idea.",Andrew Cunningham,2017-02-09,,
Samsung’s Chromebook Pro gives me hope in Chrome OS—thanks to Android’s help,https://cdn.arstechnica.net/wp-content/uploads/2017/01/chromebookpro15-760x380.jpg,Review: Chrome/Android integration is on the right track.,Valentina Palladino,2017-02-10,,
A House of Many Doors is a house with many problems,https://cdn.arstechnica.net/wp-content/uploads/2017/02/Many-Doors-5-760x380.jpg,"This house is too buggy and repetitive, with too much empty space",Steven Strom,2017-02-11,"The House's more civilized rooms contain mountains of stellar, evocative writing",You spend too much time driving through empty space
