Title,PIC,Summary,Author,Date,Pros,Cons,URL,Source_internal_ID,Product Name,Verdict,OCN
Galaxy Tab S4 review: Even Samsung’s Dex desktop can’t save Android tablets,https://cdn.arstechnica.net/wp-content/uploads/2018/08/tabs4_embargo1-760x380.jpg,Samsung's desktop mode tries to make the $649 Tab S4 better than regular tablets.,Valentina Palladino,2018-08-08,MicroSD card slot for more storage.,Inconsistent pen Translate feature.,https://arstechnica.com/gadgets/2018/08/galaxy-tab-s4-review-a-solid-android-tablet-a-too-quirky-android-desktop/,1352265,Galaxy Tab S4 ,"On top of all that, the competition still offers more reliable ways to get work done on a tablet. ",gadgets
Nokia 6.1 Review—The best answer to “What Android phone should I buy?”,https://cdn.arstechnica.net/wp-content/uploads/2018/06/1-760x380.jpg,HMD does nearly everything right with this $269 wonder phone. ,Ron Amadeo,2018-07-13,An ultra-rigid metal body makes the Nokia 6.1 feel indestructible.,"No always-on ""OK Google"" support.",https://arstechnica.com/gadgets/2018/07/nokia-6-1-review-the-perfect-phone-for-your-friends-and-family/,1318449,Nokia 6.1 Review—The best answer to “What Android phone should I buy?”,"Still, the Nokia 6.1 is beautifully built to a price—it's just that this price point means you miss out on the latest-and-greatest SoC, a modern slim bezel design, a top-tier camera, and a better display panel. Personally, I want something more high-end than the Nokia 6.1. But the people who casually ask for a phone recommendation probably aren't as big of a smartphone snob as I am. After testing this device, I suspect many users would likely be fine if not happy with this. The Nokia 6.1 stands as a functional, secure smartphone that does all of the basics right—it's hard to go wrong with that for $270.",gadgets
Far Cry 5 review: Five steps back,https://cdn.arstechnica.net/wp-content/uploads/2018/03/FC5-3-760x380.jpg,A vapid plot and some clever sidequests don't deliver on the series' new structure.,Steven Strom,2018-03-27,A more organic open-world structure than the series is known for,"A plot without sincerity, impact, or guts",https://arstechnica.com/gaming/2018/03/far-cry-5-review-five-steps-back/,1282681,Far Cry 5 , could have been the next step forward for the series after the extra time bought by ,gaming
"StarCraft Remastered review: Brood War keeps on ticking, clicking",https://cdn.arstechnica.net/wp-content/uploads/2017/08/SCR-1-760x380.png,"A $15 coat of paint doesn't disturb the venerated classic, warts and all.",Steven Strom,2017-08-21,Higher-resolution art looks great—especially in widescreen.,Some of the completely redone art is a little generic.,https://arstechnica.com/gaming/2017/08/starcraft-remastered-review-brood-war-keeps-on-ticking-clicking/,1149727,StarCraft Remastered ,: Buy it if you're still on the ,gaming
The 25th-anniversary ThinkPad: Every laptop should add some retro appeal,https://cdn.arstechnica.net/wp-content/uploads/2018/03/IMG_20180322_124819_edited-760x380.jpg,Review: A seven-row keyboard? Matte screen? TrackPoint? The all-business black body? Swoon,Peter Bright,2018-04-01,Seven-row keyboards are just better,"The 16:9 screen isn't a surprise, but I do wish Lenovo had gone for 16:10 or 3:2",https://arstechnica.com/gadgets/2018/04/the-25th-anniversary-thinkpad-every-laptop-should-add-some-retro-appeal/,1231349,The 25th-anniversary ThinkPad: Every laptop should add some retro appeal,"More than anything else, my hope is that the ThinkPad 25 makes PC builders think long and hard about what they're gaining by throwing out standard keyboard layouts and maybe, just maybe, revert to something a little more standard.",gadgets
Agents of Mayhem review: Destroying a really dull open world,https://cdn.arstechnica.net/wp-content/uploads/2017/08/Mayhem-8-760x380.jpg,Saturday morning cartoon style struggles against a fatiguing open world.,Steven Strom,2017-08-18,"Light, cartoony flair is a nice departure from drabber open-world games",Missions and side activities are incredibly repetitive,https://arstechnica.com/gaming/2017/08/agents-of-mayhem-review-g-i-joe-meets-grand-theft-auto/,1149179,Agents of Mayhem ,: ,gaming
"Nidhogg 2 review: Violent, disgusting, and hilariously fun",https://cdn.arstechnica.net/wp-content/uploads/2017/08/nidhogg2-approved-760x380.jpg,"A better game for series fans old and new, this is everything a great sequel should be.",Sam Machkovech,2017-08-19,"Original game's solid formula has been intelligently built upon, not thrown out.","Online mode sacrifices speed for frame-perfect accuracy, so it can feel clunky even on a good connection.",https://arstechnica.com/gaming/2017/08/nidhogg-2-review-violent-disgusting-and-hilariously-fun/,1148955,Nidhogg 2 ,: A must-buy for couch battlers. Online players should try.,gaming
Mario + Rabbids Kingdom Battle is a great introduction to tactical RPGs,https://cdn.arstechnica.net/wp-content/uploads/2017/08/2017082120141100-9600BAE614E6833B1A261F5FB229CDBA-760x380.jpg,"Odd combo is more peanut butter and chocolate than, say, steak and chocolate.",Kyle Orland,2017-08-28,Lots of variety in enemies and situations keeps things fresh.,Lucky shots can carry you through or ruin a battle quickly.,https://arstechnica.com/gaming/2017/08/mario-rabbids-kingdom-battle-is-a-great-introduction-to-tactical-rpgs/,1154599,Mario + Rabbids Kingdom Battle is a great introduction to tactical RPGs," An engaging, lighthearted introduction to the genre that will appeal to novices and veterans. Buy it.",gaming
Knack II review: A slightly better class of boring,https://cdn.arstechnica.net/wp-content/uploads/2017/09/Knack-1-760x380.jpg,Sequel improves on the PS4 launch title but ends up utterly forgettable.,Steven Strom,2017-09-05,"Surprisingly complex, satisfying combat",Completely unremarkable story and characters,https://arstechnica.com/gaming/2017/09/knack-ii-review-kick-jump-repeat-until-bored/,1158469,Knack II ,": There are plenty of better games to spend your time and money on right now. If you absolutely, specifically need an inoffensive couch co-op brawler right now, try it.",gaming
Huawei Matebook X Pro review: No longer just a MacBook clone,https://cdn.arstechnica.net/wp-content/uploads/2018/04/matebookxpro5-760x380.jpg,Huawei’s strategic choices make this new laptop much better than the original.,Valentina Palladino,2018-04-10,"Sleek, all-metal design.",Heavier than the original.,https://arstechnica.com/gadgets/2018/04/huawei-matebook-x-pro-review-no-longer-just-a-macbook-clone/,1286709,Huawei Matebook X Pro ,"If that's the case, I'd only recommend the Matebook X Pro to those who just cannot pass up its 15-hour battery life. That run-time (plus the fact that it is a solidly built machine) makes it a versatile workhorse. However, both the HP Spectre 13 and the XPS 13 have thinner, lighter designs, more biometric security options, and similar internals and performance without the questionmarks regarding availability and price.",gadgets
2018 iPad review: Content creation with compromises,https://cdn.arstechnica.net/wp-content/uploads/2018/04/IMG_4114-760x380.jpg,"This consumption device wants to be a creative one, too, but is a Pencil enough?",Samuel Axon,2018-04-06,Excellent performance for a tablet at this price,No smart connector,https://arstechnica.com/gadgets/2018/04/2018-ipad-review-content-creation-with-compromises/,1288887,2018 iPad ,"The iPad comes with too many compromises to be the ideal creative or education device Apple wants it to be, but it's still the best tablet for most consumers.",gadgets
Owl Car Cam review: A data-connected dash cam for car lovers,https://cdn.arstechnica.net/wp-content/uploads/2018/04/owlcarcam10-760x380.jpg,Would you pay a monthly fee to know about any and all disturbances around your car?,Valentina Palladino,2018-04-19,"Unique, unassuming design.",No microSD card that allows you to remove footage from device.,https://arstechnica.com/gadgets/2018/04/owl-car-cam-review-lte-data-makes-for-a-pricier-more-secure-dash-cam/,1290913,Owl Car Cam ,"The standout features of the Owl Car Cam are all optional dash cam perks—LTE and constant power don't make a solid dash cam, but they make one that can do more for you when you're not actually driving. Those who hold their cars near and dear to their hearts should consider the $349 device and one-year service bundle because, while expensive, they're a good deal considering the alternative prices ($299 for the device, plus $10 per month or $99 per year). Otherwise, more affordable dash cams provide many of the same essential features that the Owl Car Cam has, allowing you to protect you and your car while on the road for as little as $50.",gadgets
"Samsung Notebook 9 Pen review: Stylus convenience, devoid of style",https://cdn.arstechnica.net/wp-content/uploads/2018/03/notebook9pen1-760x380.jpg,"This two-in-one doesn't look like a $1,399 device, and yet it's priced as such.",Valentina Palladino,2018-04-04,Lightweight chassis.,"Antiquated, boring design.",https://arstechnica.com/gadgets/2018/04/samsung-notebook-9-pen-review-stylus-convenience-devoid-of-style/,1282023,Samsung Notebook 9 Pen ,"But the device's sub-par battery life will alienate many, Samsung loyalists and others alike. If Samsung can fix the battery life issue and make the Notebook 9 Pen look more like an ultrabook than a Chromebook, it would be a better flagship two-in-one. Hopefully the second-gen Notebook 9 Pen (if it exists in the future) addresses these issues, making it better suited for the $1,399 price tag than the current version.",gadgets
Prey impressions: Underpowered and loving it,https://cdn.arstechnica.net/wp-content/uploads/2017/05/prey3-760x380.jpg,"Early going is a struggle for survival in a gleaming, threatening space station.",Kyle Orland,2017-05-05,,,https://arstechnica.com/gaming/2017/05/hands-on-in-prey-youll-love-being-weak-vulnerable-and-hunted/,1091415,Prey impressions: Underpowered and loving it,"Maybe this feeling will go away as I approach the end game, but part of me kind of hopes it doesn't. By limiting your power and resources as you scrounge through its amazing architecture, ",gaming
Hands in the box: New puzzle game Statik does right by VR,https://cdn.arstechnica.net/wp-content/uploads/2017/05/statik-header-760x380.jpg,"Review: Like other VR games, it’s brief, but what a mind-bender while it lasts. Plus, co-op!",Sam Machkovech,2017-05-07,"Logical language is reset entirely from one puzzle to the next, and that means players encounter a lot of clever puzzles","Shorter video games are acceptable, but, gosh, I wasn’t done enjoying this game after only 3 hours",https://arstechnica.com/gaming/2017/05/statik-is-a-memorable-dive-into-autonomy-puzzles-and-vr/,1092069,Hands in the box: New puzzle game Statik does right by VR,: A PSVR must-buy.,gaming
"Apple TV 4K review: Ambition, meet reality",https://cdn.arstechnica.net/wp-content/uploads/2017/10/Apple-TV-4K-760x380.jpg,"Image quality is great, but the admirable TV app moonshot didn't quite make it.",Samuel Axon,2017-10-09,"Excellent 4K and HDR image quality, including support for the Dolby Vision standard, which some competing devices don't support.","The Apple TV is built around the ambitious TV app, but, with no Netflix and hit-or-miss network app support, the app’s functionality remains incomplete.",https://arstechnica.com/gadgets/2017/10/apple-tv-4k-review-ambition-meet-reality/,1179467,Apple TV 4K ,"Ultimately, you need to ask yourself how much you believe in the still-hypothetical future Apple is trying to create—and how much you want to invest in it.",gadgets
